barcode,array_id,rna_in_array,rna_in_labeling_reaction,tissue_sample_id,structure,rna_integrity_number,donor,download_link
252491510628_1_2,1777,600,28.93,4908,"paracentral lobule, anterior part, Right, inferior bank of gyrus",,H0351.2002,/api/v2/well_known_file_download/5186
252491511113_2_3,127696264,600,28.47,126435764,"VIIB, Left Lateral Hemisphere",,H0351.1012,/api/v2/well_known_file_download/127768257
252491510823_1_3,127696269,600,28.47,126435764,"VIIB, Left Lateral Hemisphere",,H0351.1012,/api/v2/well_known_file_download/127768217
252491510876_2_1,4998,600,26,14241,"Perifornical Nucleus, Left",,H0351.1009,/api/v2/well_known_file_download/10206
252491510710_2_2,2301,600,28.27,7421,"CA3 field, Left",,H0351.2002,/api/v2/well_known_file_download/6418
252491510436_1_2,1326,600,27.39,4950,"inferior temporal gyrus, Right, bank of the its",,H0351.2002,/api/v2/well_known_file_download/4656
252491510832_2_4,4412,600,27.89,11076,"inferior frontal gyrus, orbital part, Left",,H0351.1009,/api/v2/well_known_file_download/9664
252491510937_2_4,127693404,600,24.63,126431627,"Head of Caudate Nucleus, Left",,H0351.1012,/api/v2/well_known_file_download/127770471
252491510800_1_4,4285,600,25.21,11125,corpus callosum,,H0351.1009,/api/v2/well_known_file_download/9440
252491511069_2_1,5372,600,26.35,11021,"Inferior frontal gyrus, triangular part, Left",,H0351.1009,/api/v2/well_known_file_download/10411
252491511465_1_4,147738233,600,135.5,146507619,raphe nuclei of medulla,,H0351.1012,/api/v2/well_known_file_download/147739547
252491510345_2_2,100,600,25.8,618,"postcentral gyrus, Left, superior lateral aspect of gyrus",,H0351.2001,/api/v2/well_known_file_download/1006
252491510109_2_1,808,600,25.82,1161,"postcentral gyrus, Left, superior lateral aspect of gyrus",,H0351.2001,/api/v2/well_known_file_download/3882
252491510450_2_2,1379,600,30.46,5667,"Claustrum, Right",,H0351.2002,/api/v2/well_known_file_download/4636
252491510851_1_3,127695364,600,27.11,126432056,"inferior temporal gyrus, Left, lateral bank of gyrus",,H0351.1012,/api/v2/well_known_file_download/127757588
252491510797_2_2,4341,600,28.48,11319,"superior temporal gyrus, Left, lateral bank of gyrus",,H0351.1009,/api/v2/well_known_file_download/9431
252491510080_2_4,164,600,31.91,345,"paracentral lobule, anterior part, Left, superior bank of gyrus",,H0351.2001,/api/v2/well_known_file_download/929
252491510951_2_1,4940,600,27.46,14033,"Anterior Group of Nuclei, Left",,H0351.1009,/api/v2/well_known_file_download/10110
252491510950_2_3,4939,600,27.46,14033,"Anterior Group of Nuclei, Left",,H0351.1009,/api/v2/well_known_file_download/10187
252491510107_1_1,832,600,26.14,1084,"V, Right Paravermis",,H0351.2001,/api/v2/well_known_file_download/3862
252491510897_2_4,127694703,600,29.86,126435001,"lingual gyrus, Left, peristriate",,H0351.1012,/api/v2/well_known_file_download/127767817
252491510756_1_4,2328,600,26.84,7065,"Dentate gyrus, Right",,H0351.2002,/api/v2/well_known_file_download/6240
252491510712_1_3,2149,600,26.84,7065,"Dentate gyrus, Right",,H0351.2002,/api/v2/well_known_file_download/5921
252491510358_2_4,628,600,29.49,2562,"CA1 field, Right",,H0351.2001,/api/v2/well_known_file_download/3468
252491510138_1_4,453,600,26.76,1051,"superior temporal gyrus, Left, inferior bank of gyrus",,H0351.2001,/api/v2/well_known_file_download/764
252491510389_2_2,661,600,24.03,2427,"CA1 field, Left",,H0351.2001,/api/v2/well_known_file_download/3506
252491510684_2_4,2060,600,25.42,5836,"Tail of Caudate Nucleus, Left",,H0351.2002,/api/v2/well_known_file_download/6130
252491510689_2_1,2038,600,23.6,5857,"CA2 field, Right",,H0351.2002,/api/v2/well_known_file_download/6102
252491510846_2_2,127695639,600,27.03,126435041,"precuneus, Left,  superior lateral bank of gyrus",,H0351.1012,/api/v2/well_known_file_download/127757514
252491510903_2_4,127693844,600,27.03,126435041,"precuneus, Left,  superior lateral bank of gyrus",,H0351.1012,/api/v2/well_known_file_download/127770354
252491510457_2_1,1485,600,27.46,5110,"supraparietal lobule, Left, inferior bank of gyrus",,H0351.2002,/api/v2/well_known_file_download/4776
252491510910_1_1,127694768,600,29.2,126435043,"precuneus, Left, inferior lateral bank of gyrus",,H0351.1012,/api/v2/well_known_file_download/127767889
252491510459_1_4,1500,600,29.09,5164,"superior temporal gyrus, Right, inferior bank of gyrus",,H0351.2002,/api/v2/well_known_file_download/4826
252491510761_1_2,2468,600,24.67,8790,"gracile nucleus, Right",,H0351.2002,/api/v2/well_known_file_download/6637
252491510767_2_3,2469,600,24.67,8790,"gracile nucleus, Right",,H0351.2002,/api/v2/well_known_file_download/6647
252491510851_2_2,127695329,600,26.06,126432100,"superior frontal gyrus, Left, medial bank of gyrus",,H0351.1012,/api/v2/well_known_file_download/127757594
252491510878_1_1,5361,600,27.68,14115,"Crus II, Left Paravermis",,H0351.1009,/api/v2/well_known_file_download/10307
252491510882_2_1,5362,600,27.68,14115,"Crus II, Left Paravermis",,H0351.1009,/api/v2/well_known_file_download/10317
252491510706_2_1,2360,600,25.6,8358,"VIIIA, Left Lateral Hemisphere",,H0351.2002,/api/v2/well_known_file_download/6304
252491510709_2_2,2401,600,27.48,8431,VIIB,,H0351.2002,/api/v2/well_known_file_download/6329
252491510869_2_1,2571,600,24.87,9157,"pontine nuclei, Right",,H0351.2002,/api/v2/well_known_file_download/6893
252491510361_1_4,603,600,22.88,2501,"CA4 field, Left",,H0351.2001,/api/v2/well_known_file_download/3488
252491510451_2_3,1364,600,272.9,5713,"Nucleus Accumbens, Left",,H0351.2002,/api/v2/well_known_file_download/4601
252491510134_2_2,418,600,27.17,1037,corpus callosum,,H0351.2001,/api/v2/well_known_file_download/734
252491510843_2_2,2604,600,25.45,9774,"Pontine Reticular Formation, Right",,H0351.2002,/api/v2/well_known_file_download/6847
252491511465_2_4,147738243,600,25.43,146507651,"gracile nucleus, Left",,H0351.1012,/api/v2/well_known_file_download/147739555
252491511480_2_4,147737421,600,27.76,139427995,"Pontine Reticular Formation, Left",,H0351.1012,/api/v2/well_known_file_download/147740216
252491510425_1_3,801,526.165,23.77,2986,"Red Nucleus, Right",,H0351.2001,/api/v2/well_known_file_download/3564
252491510821_2_1,127696054,600,26.19,126435710,"fusiform gyrus, Left, bank of cos",,H0351.1012,/api/v2/well_known_file_download/127768189
252491510952_1_2,127695272,600,28.49,126426569,"inferior frontal gyrus, opercular part, Left",,H0351.1012,/api/v2/well_known_file_download/127757666
252491510821_2_2,127696142,600,30.5,126435840,"Crus II, Left Lateral Hemisphere",,H0351.1012,/api/v2/well_known_file_download/127768191
252491510468_2_1,1533,600,27.81,5097,"inferior frontal gyrus, opercular part, Left",,H0351.2002,/api/v2/well_known_file_download/4777
252491510646_1_2,1590,600,30.75,4660,"inferior frontal gyrus, opercular part, Left",,H0351.2002,/api/v2/well_known_file_download/5053
252491510460_1_3,1507,600,28.82,5131,"paracentral lobule, anterior part, Right, inferior bank of gyrus",,H0351.2002,/api/v2/well_known_file_download/4805
252491510457_1_1,1481,600,28.82,5131,"paracentral lobule, anterior part, Right, inferior bank of gyrus",,H0351.2002,/api/v2/well_known_file_download/4827
252491510713_1_2,2173,600,23.91,7051,"Medial Group of Nuclei, Right",,H0351.2002,/api/v2/well_known_file_download/5888
252491510691_1_4,2172,600,23.91,7051,"Medial Group of Nuclei, Right",,H0351.2002,/api/v2/well_known_file_download/5881
252491510758_2_2,2333,600,24.8,5937,"Medial Group of Nuclei, Right",,H0351.2002,/api/v2/well_known_file_download/6238
252491510714_2_1,2225,600,29.26,7350,"Preoptic Region, Right",,H0351.2002,/api/v2/well_known_file_download/5953
252491511459_1_1,147737975,600,29.45,139379876,"Zona Incerta, Left",,H0351.1012,/api/v2/well_known_file_download/147739445
252491510685_2_2,2086,600,22.8,5875,"Subthalamic Nucleus, Left",,H0351.2002,/api/v2/well_known_file_download/6109
252491510872_2_1,2550,600,26,9029,"facial motor nucleus, Left",,H0351.2002,/api/v2/well_known_file_download/6872
252491510843_2_4,2531,600,24.24,9070,"nucleus subceruleus, Right",,H0351.2002,/api/v2/well_known_file_download/6874
252491511072_2_4,5430,600,26.36,11270,corpus callosum,,H0351.1009,/api/v2/well_known_file_download/10419
252491510856_2_3,5033,600,26.15,14579,"vestibular nuclei, Left",,H0351.1009,/api/v2/well_known_file_download/10266
252491511461_2_3,147738218,600,28.05,146507571,"inferior olivary complex, Left",,H0351.1012,/api/v2/well_known_file_download/147739489
252491510645_1_3,1562,600,22.48,4604,"temporal pole, Right, superior aspect",,H0351.2002,/api/v2/well_known_file_download/5034
252491511327_2_3,147737396,600,27.2,139427997,"ventral tegmental area, Left",,H0351.1012,/api/v2/well_known_file_download/147740064
252491510131_1_4,411,600,22.65,982,"fusiform gyrus, Left, lateral bank of gyrus",,H0351.2001,/api/v2/well_known_file_download/708
252491510468_1_2,1530,600,27.43,5117,"fusiform gyrus, Right, bank of the its",,H0351.2002,/api/v2/well_known_file_download/4750
252491510663_1_1,1903,600,26.65,4651,"lateral orbital gyrus, Left",,H0351.2002,/api/v2/well_known_file_download/5541
252491510470_1_2,1545,600,26.65,4651,"lateral orbital gyrus, Left",,H0351.2002,/api/v2/well_known_file_download/5001
252491510616_2_3,1624,600,26.65,4702,"middle temporal gyrus, Left, inferior bank of gyrus",,H0351.2002,/api/v2/well_known_file_download/5161
252491510844_1_3,2594,600,23.95,9702,"principal sensory nucleus of trigeminal nerve, Left",,H0351.2002,/api/v2/well_known_file_download/6844
252491510332_1_3,192,600,28.8,355,"lateral orbital gyrus, Left",,H0351.2001,/api/v2/well_known_file_download/947
252491510335_2_1,25,600,28.2,729,"postcentral gyrus, Right, superior lateral aspect of gyrus",,H0351.2001,/api/v2/well_known_file_download/858
252491510631_1_4,1720,600,29.96,4868,"middle temporal gyrus, Right, inferior bank of gyrus",,H0351.2002,/api/v2/well_known_file_download/5177
252491510687_2_4,2012,600,23.1,5738,"Claustrum, Left",,H0351.2002,/api/v2/well_known_file_download/6127
252491510448_1_1,1353,600,23.1,5738,"Claustrum, Left",,H0351.2002,/api/v2/well_known_file_download/4605
252491510315_1_3,958,600,24.05,1249,"middle frontal gyrus, Right, superior bank of gyrus",,H0351.2001,/api/v2/well_known_file_download/1399
252491510692_2_1,2167,600,27.7,7011,"Anterior Group of Nuclei, Right",,H0351.2002,/api/v2/well_known_file_download/5886
252491510460_2_4,1512,600,27.44,5150,"superior occipital gyrus, Right, superior bank of gyrus",,H0351.2002,/api/v2/well_known_file_download/4762
252491510139_2_3,753,600,26.49,820,"fusiform gyrus, Right, bank of the its",,H0351.2001,/api/v2/well_known_file_download/1320
252491510437_2_4,1324,600,24.17,4902,"lingual gyrus, Right, striate",,H0351.2002,/api/v2/well_known_file_download/4691
252491510798_2_1,4329,600,27.2,11296,"precuneus, Left, inferior lateral bank of gyrus",,H0351.1009,/api/v2/well_known_file_download/9497
252491510691_2_1,2163,600,25.25,7074,"Mammillary Body, Left",,H0351.2002,/api/v2/well_known_file_download/5902
252491510798_2_2,4294,600,25.23,11142,"precuneus, Left, inferior lateral bank of gyrus",,H0351.1009,/api/v2/well_known_file_download/9435
252491510413_2_4,1070,600,26.85,4539,"gyrus rectus, Right",,H0351.2002,/api/v2/well_known_file_download/4398
252491510085_1_3,131,600,23.59,532,"superior temporal gyrus, Left, lateral bank of gyrus",,H0351.2001,/api/v2/well_known_file_download/971
252491510897_2_3,127694557,600,24.99,126432624,"inferior temporal gyrus, Left, bank of the its",,H0351.1012,/api/v2/well_known_file_download/127767815
252491510869_2_4,2568,600,29.13,9133,"central grey substance of midbrain, Right",,H0351.2002,/api/v2/well_known_file_download/6867
252491510674_2_2,2107,600,26.69,7137,"globus pallidus, internal segment, Left",,H0351.2002,/api/v2/well_known_file_download/5847
252491510911_1_2,127694617,600,27.95,126434349,"superior temporal gyrus, Left, lateral bank of gyrus",,H0351.1012,/api/v2/well_known_file_download/127767907
252491510370_2_3,688,600,26.59,2667,"subiculum, Right",,H0351.2001,/api/v2/well_known_file_download/1468
252491511459_1_2,147738183,600,27.37,146022010,"vestibular nuclei, Left",,H0351.1012,/api/v2/well_known_file_download/147739447
252491510394_1_3,1035,600,27.42,4379,"inferior olivary complex, Left",,H0351.2001,/api/v2/well_known_file_download/4299
252491510649_1_3,1623,600,25.52,4694,"middle temporal gyrus, Left, superior bank of gyrus",,H0351.2002,/api/v2/well_known_file_download/5155
252491510660_1_4,1897,600,25.52,4694,"middle temporal gyrus, Left, superior bank of gyrus",,H0351.2002,/api/v2/well_known_file_download/5500
252491510773_2_1,141758358,600,28.92,126435794,"IV, Left Lateral Hemisphere",,H0351.1012,/api/v2/well_known_file_download/148183227
252491510450_2_4,1366,600,225.6,5729,"Nucleus Accumbens, Right",,H0351.2002,/api/v2/well_known_file_download/4618
252491510090_2_1,360,600,26.25,410,"Cingulate gyrus, frontal part, Left, inferior bank of gyrus",,H0351.2001,/api/v2/well_known_file_download/1081
252491510935_1_2,127693770,600,25.22,126435155,"occipito-temporal gyrus, Left, superior bank of gyrus",,H0351.1012,/api/v2/well_known_file_download/127770427
252491510802_2_3,4335,600,26.68,11302,"superior temporal gyrus, Left, lateral bank of gyrus",,H0351.1009,/api/v2/well_known_file_download/9460
252491510388_2_4,916,600,26.31,1266,"globus pallidus, internal segment, Right",,H0351.2001,/api/v2/well_known_file_download/1428
252491510107_1_3,880,600,25.96,1186,"globus pallidus, internal segment, Right",,H0351.2001,/api/v2/well_known_file_download/3864
252491510846_2_3,127695304,600,26.21,126431805,"Cingulate gyrus, frontal part, Left, inferior bank of gyrus",,H0351.1012,/api/v2/well_known_file_download/127757516
252491511112_1_1,127695299,600,26.21,126431805,"Cingulate gyrus, frontal part, Left, inferior bank of gyrus",,H0351.1012,/api/v2/well_known_file_download/127757668
252491510082_2_4,153,600,28.97,347,"gyrus rectus, Left",,H0351.2001,/api/v2/well_known_file_download/945
252491510901_1_2,127693837,600,26.87,126435073,"Cingulate gyrus, retrosplenial part, Left, superior bank of gyrus",,H0351.1012,/api/v2/well_known_file_download/127770310
252491510460_2_3,1511,600,28.85,5132,"superior temporal gyrus, Left, lateral bank of gyrus",,H0351.2002,/api/v2/well_known_file_download/4752
252491510654_2_4,1953,600,27.94,5241,"Heschl's gyrus, Left",,H0351.2002,/api/v2/well_known_file_download/5504
252491510848_2_1,127695227,600,27.73,126426393,"gyrus rectus, Left",,H0351.1012,/api/v2/well_known_file_download/127757544
252491510884_2_4,5293,600,26.6,13425,"gyrus rectus, Left",,H0351.1009,/api/v2/well_known_file_download/10296
252491510801_1_4,4266,600,23.78,10996,"gyrus rectus, Left",,H0351.1009,/api/v2/well_known_file_download/9437
252491510839_2_2,2667,600,21.87,9567,"Superior Colliculus, Right",,H0351.2002,/api/v2/well_known_file_download/6986
252491510948_1_3,4933,600,21.33,14194,"Lateral Hypothalamic Area, Mammillary Region, Left",,H0351.1009,/api/v2/well_known_file_download/10137
252491510657_2_1,1967,600,28.28,5233,"Putamen, Right",,H0351.2002,/api/v2/well_known_file_download/5478
252491510866_2_4,2484,600,29.12,8909,"dorsal motor nucleus of the vagus, Left",,H0351.2002,/api/v2/well_known_file_download/6607
252491510944_1_4,4951,600,25.85,13979,"Posterior Group of Nuclei, Left",,H0351.1009,/api/v2/well_known_file_download/10128
252491510313_1_2,966,600,27.81,1036,"Long Insular Gyri, Left",,H0351.2001,/api/v2/well_known_file_download/1383
252491510701_2_2,2358,600,27.82,8389,"Crus II, Left Lateral Hemisphere",,H0351.2002,/api/v2/well_known_file_download/6284
252491510807_2_2,2660,600,24.94,9598,"interstitial nucleus of Cajal, Right",,H0351.2002,/api/v2/well_known_file_download/7033
252491510707_2_2,2387,600,25.37,8430,"VIIB, Left Paravermis",,H0351.2002,/api/v2/well_known_file_download/6288
252491510329_2_4,506,600,25.43,257,"inferior rostral gyrus, Left",,H0351.2001,/api/v2/well_known_file_download/3796
252491510356_1_3,562,600,23.17,2539,"Medial Group of Nuclei, Right",,H0351.2001,/api/v2/well_known_file_download/3447
252491510139_1_3,468,600,26.28,1042,"planum temporale, Right",,H0351.2001,/api/v2/well_known_file_download/771
252491510617_2_1,1663,600,27.78,4690,"Cingulate gyrus, frontal part, Right, inferior bank of gyrus",,H0351.2002,/api/v2/well_known_file_download/5168
252491510461_2_1,1517,600,31.55,5091,"postcentral gyrus, Right, bank of the central sulcus",,H0351.2002,/api/v2/well_known_file_download/4807
252491510084_1_1,127,600,25.76,517,"subcollosal gyrus, Right",,H0351.2001,/api/v2/well_known_file_download/961
252491511327_1_2,147737180,600,23.45,139379737,"CA1 field, Left",,H0351.1012,/api/v2/well_known_file_download/147740054
252491510852_1_1,4981,600,22.25,13691,"Putamen, Left",,H0351.1009,/api/v2/well_known_file_download/10224
252491510303_1_1,749,600,27.62,849,"transverse gyri, Right",,H0351.2001,/api/v2/well_known_file_download/1322
252491510347_2_3,61,600,22.69,563,"fusiform gyrus, Right, lateral bank of gyrus",,H0351.2001,/api/v2/well_known_file_download/1023
252491510306_1_1,802,600,25.71,1100,"III, Right Paravermis",,H0351.2001,/api/v2/well_known_file_download/3886
252491511067_2_1,5447,600,28.68,13545,"parahippocampal gyrus, Left, bank of the cos",,H0351.1009,/api/v2/well_known_file_download/10402
252491511065_2_3,5446,600,28.68,13545,"parahippocampal gyrus, Left, bank of the cos",,H0351.1009,/api/v2/well_known_file_download/10393
252491510912_2_4,127694728,600,27.21,126435079,"lingual gyrus, Left, peristriate",,H0351.1012,/api/v2/well_known_file_download/127767935
